path	base_commit	base_blob_sha1	overlay_blob_sha1	sha256	diff_numstat
minecraft-bringup.md	273c3881fe384e78afd6d0f3e50bbcbb0f94c87e	693fed00bd365ce54e1b1b5b9a799a46d9178844	9029af03c9a22ec743acd2cef440b38f333b1448	df910391201872834337da5680e7e191021502bffc98c17e775d58cc44c11bc8	+54/-0
